,Protein.IDs,theo.peptides,Mol..weight..kDa.,REF_1,REF_3,REF_4,Temp36_1,Temp36_2,Temp33_1,Osmo0.4_1,Osmo0.4_2,Osmo0.4_3,Osmo0.2_1_1,Osmo0.2_1_2,Osmo0.2_2,Osmo0.6_1,Osmo0.6_2,Osmo0.6_3,EtOH20_1,EtOH60_1,EtOH20_2,EtOH20_3,EtOH60_2,EtOH40_1,EtOH40_2,EtOH40_3,EtOH60_3,Temp33_4,Temp33_5,Temp38_1,Temp38_2,Temp38_3,Temp36_5,Osmo0.8_1,Osmo1.3_1,Osmo1.3_2,Osmo1.3_3,Osmo1.4_1,Osmo0.8_2,Osmo0.8_3,Osmo1.0_2,Osmo1.0_1,Osmo1.2_2,Osmo1.2_2.1,Osmo1.2_3
20,P00359,14.0070035017509,35.746,0.0389471833819079,0.0348187162162461,0.0292365024696632,0.0451009749802809,0.0375236895673823,0.043037207530896,0.0340980326287571,0.0375842485594927,0.0301076981930179,0.0395344311075951,0.0487473656753117,0.0308582545009446,0.0348689812064872,0.0342049252192896,0.0360600765645578,0.0253344202516231,0.0301141003273672,0.0349435348246428,0.0229252781120908,0.0347016867130424,0.018485335296626,0.0309188481290732,0.0177839113496793,0.0299730273410388,0.0440470962498582,0.032126693159636,0.0536575192216671,0.0584589123862926,0.0490708618509303,0.0329231312175493,0.02676286308774,0.0265285161909891,0.0336804995660858,0.0756040952753374,0.0259551072996999,0.0473337777015638,0.029215347557392,0.0441000988616353,0.0446570543879512,0.0300546795120813,0.0553798770334992,0.0857781283954462
22,P00401,3,58.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00231267727050249,0.00249488749825792,0.00248290909513471,0.00219134402832805,0.000400516385552602,0.000756490404252962,0.0019114383762844,0.0010438963853946,0.00262546216062316,0.00249030008542477,0.00116852305312358,0.000920585864981249
23,P00410,2.99995871521757,28.567,0.000392921822240852,0.000372540485127263,0.000158707001589556,0.00043953919059097,0.000432491918020717,0.00031903375190075,0.000537785761806374,0.00056249447782178,7.5450924493074e-05,0.000438451403671986,0.000492978578410261,7.95539888206879e-05,0.000311861453693316,0.000444853799610736,0.000144089441300693,0.000555678923247814,0.000250862718934231,0.000620180662717499,0.000314533636807776,0.000361580000627977,0.000304279586431922,0.000949270899109123,0.000165025324523056,0.000107288565323854,0.000528962578608696,0.000162952818237802,0,9.02052827581145e-05,1.12380475367266e-05,0,0.000515309172521246,0.000347115387914653,0.000326832780487832,9.95807217420948e-05,0.000359954682576424,0.000432794611273862,0.000412556209372869,0.000338253441224034,0.00031424753350102,0.000509699180770914,0.000517209516001491,0.000413864839137703
24,P00424;P00425,5,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07687841476584e-05,0.000151945161552226,0.000131880000665813,4.43869573058883e-05,7.51927616780724e-05,0.000176999312271245,0.000161800053197726,0.000191604623446988,0,8.92434389673708e-05,0.000235919601871093,0.000149283776777255
27,P00445,6.99971804511278,15.854,0.00126414477371358,0.0018352135314167,0.00239135997939508,0.00263028663923228,0.00233100823305149,0.00182206536887641,0.00127622287829302,0.00124007780883021,0.00231181657322726,0.00126459874033763,0.00223983033526312,0.00148872109505918,0.00128515933333027,0.00134958735191415,0.00114194135173057,0.00177500381662719,0.0017480483895945,0.00173814188378648,0.00280084096800397,0.00159397734604664,0.00175410929194043,0.00184667086346548,0.00266638440233702,0.00156700737050207,0.0020135663347967,0.00198841312339391,0.000978728733293502,0.00165456939244149,0.00152062519706049,0.00212864953786751,0.00105974576670492,0.000806639457810472,0.000386479467046002,0.000349004333585422,0.00112105254411075,0.00017438793478751,0.000852499883759542,0.000139470253522629,0.000951337939972033,0.000423416759589992,0.000153379553925864,0.000171213174014047
28,P00447,11.9998506459562,25.774,0.00105100780230552,0.00120806242471674,0.00104393909843764,0.00121431225841069,0.00132184639320137,0.00149405642510839,0.000930254322119678,0.000965354267410193,0.000951153045145068,0.00105427073028214,0.00115341375574583,0.000826573282129191,0.000709627491280415,0.000744168925670586,0.000587678838727111,0.00111195642494674,0.00249827010843706,0.00106281327651951,0.00114396215809067,0.00229610970320411,0.00193953432782872,0.00234717933520364,0.0016376013723536,0.00183315001509537,0.001105576357577,0.00100685837701726,0.000362991881170979,0.000858892777450635,0.000418410336179424,0.000941159979079002,0.000968611792595244,0.000637240848251103,0.000768352320702918,0.000752803267551223,0.000887759572119405,0.0010611422091576,0.000785135674066501,0.000878774896615998,0.000666976855421867,0.000967421718125501,0.000902437047624364,0.00134384555868539
30,P00546,17.0000832847506,34.061,7.6562810909335e-05,0.000122906669975667,9.26927096338026e-05,0.000142119684217444,0.000101587592088197,0.000106877134841734,8.05732349973634e-05,0.000107629470647582,7.6777368849025e-05,7.08045625359032e-05,5.91148431913732e-05,7.97029828302726e-05,7.94193499773552e-05,0.000126805949605512,9.66384200732608e-05,4.42474312152451e-05,9.39647413893258e-05,6.91626118772756e-05,5.29663530053137e-05,7.21457430376696e-05,8.7813847954189e-05,9.12216654617582e-05,9.14805904015028e-05,9.31774100137074e-05,9.27454078236448e-05,0.000110901043742528,6.68479036028188e-05,7.43478020336441e-05,9.89559690233083e-05,0.000124322701404728,0.00019017168520887,0.000185411778625179,0.00021336519967089,0.000328172110332556,0.000128316724484102,0.000141137990466643,0.000185387456366498,0.000177829152012787,0.000165243308910182,0.000267157535940117,0.000115964219456302,0.000105153215462322
31,P00549,17.9902145276628,54.544,0.00582774813637329,0.0070128264146898,0.00825426018497703,0.0090819419537025,0.00835544220722234,0.00665751581651575,0.0073783004923759,0.00664258152180293,0.0067115556729419,0.00774823363543719,0.00553361679337527,0.00719323196013112,0.00900767831363032,0.0074448828416397,0.00648699456707365,0.00513685189878283,0.00599624597230537,0.00566877694203532,0.00607807207943361,0.00471415682830253,0.00275272605846776,0.00316762590213107,0.00275847948539325,0.00482284861840337,0.00776211152746489,0.00776272771874172,0.0241580937751939,0.0154491323926163,0.0189928343949504,0.00874500450907671,0.00907258202773133,0.0118640572122068,0.00901720990423738,0.0146334166338939,0.0244030537403757,0.00557050938120558,0.00942001671058,0.00836832235404275,0.0095885632788761,0.00974921150945391,0.0105425229030401,0.00646700773397876
32,P00560,20.9997307726824,44.738,0.0120207471375388,0.0163855564503346,0.0162407113219219,0.0152199499948873,0.015330796914245,0.0144491628039566,0.0129850728505103,0.0147772282950668,0.0163549375070249,0.0133298151260473,0.0175671942422861,0.0139687750043997,0.0130005654684437,0.0138300875875835,0.0138680398605845,0.010773043621522,0.0116020987711376,0.0103460446144605,0.0101351513592022,0.00900565919171602,0.00670023934452398,0.00925749149560987,0.00689139796179828,0.0105843538625079,0.0167219675755887,0.0158327800332411,0.022517861194277,0.0179482704116936,0.0220746452117601,0.0151216730893459,0.0251439413647163,0.022314364700346,0.022354187105014,0.0234955445851382,0.0219692123538508,0.017956872522042,0.0223155645523081,0.0278200368202269,0.0242042287277929,0.0241080521930825,0.0210070537581834,0.0201703889961591
36,P00812,12.0000428458193,35.662,6.55741947298932e-05,5.00219125945948e-05,5.36909179218874e-05,8.1292226711292e-05,6.71083868303703e-05,7.52364040603244e-05,6.35257529811902e-05,6.07092549861927e-05,3.21048497378535e-05,5.96126935524828e-05,5.92917788621985e-05,4.45451302938257e-05,8.46556515624013e-05,0.000100742057637425,8.53625316945114e-05,4.74176303007634e-05,5.16478700623927e-05,5.10513061174816e-05,2.35724786031132e-05,6.28003931087086e-05,8.68475121412699e-05,6.85355192487627e-05,3.31971226379278e-05,2.94216502419631e-05,0.000135258322629624,6.13116539365149e-05,0.00016419157490333,0.000130850131818667,4.70454585071496e-05,8.13184945668465e-05,0.000180444791168475,0.000268336303052314,0.000216163098526532,0.000184869806251849,0.00035648812088425,0.000273538790494752,0.000182256474476474,0.00023692014382186,0.00016427843980207,0.000193518860041772,0.000337001026599638,0.00029171807500431
37,P00815,30.9993209005903,87.72,0.00180834775909581,0.00207197815571398,0.00157051499955257,0.0013045670099588,0.00145627215017816,0.00130841294038739,0.00146476367009865,0.00148107963380358,0.00166527490245889,0.00163744235914341,0.00146370408305861,0.0014073857770526,0.00146599272971778,0.00154218380860016,0.00138524066448572,0.00119579881090011,0.00208462841119652,0.00139530510756973,0.00144300295268787,0.00219945245826233,0.00252678825742962,0.00233506776533577,0.00226084816681019,0.00231004385347145,0.00151023216893793,0.00156093529703508,0.0025167252089559,0.00275795438056341,0.00267851440829825,0.00163105895498304,0.00131403819306552,0.00130819391706273,0.00125080686093478,0.000936334422498978,0.00452528463478451,0.000778579521270778,0.00128097710574757,0.00143623760390415,0.00153051517421169,0.0015696273162944,0.00119895387900403,0.000679825010227578
38,P00817,16.0124975590705,32.299,0.00219143221005949,0.00237379834549954,0.00194656699537638,0.00228846094659351,0.00244996506372776,0.00192143728404711,0.00221508007982804,0.00282830010059164,0.00218576492076991,0.00225894717588718,0.00222979347200788,0.00199998111667671,0.00242858373913907,0.00227840132589047,0.00187489979451336,0.00230012087180777,0.00262883240593246,0.00301425751935746,0.00286236826564197,0.00294478583806018,0.00255584889970126,0.0027027296865356,0.00249166638218414,0.00244819963687922,0.00212883030120205,0.00199954098752444,0.00285524278919649,0.00268282198329669,0.00245439749460026,0.00227791696988336,0.00244944090939083,0.00173917759206448,0.00215699970509752,0.00106576510717658,0.0031952962960162,0.00187721918500365,0.00282601233277097,0.00182981763428208,0.00233956480527113,0.00211777813803175,0.0023131663103495,0.00196895938449435
39,P00830,17.9615663302275,54.793,0.00994344537418372,0.00951050160300452,0.00706644973453224,0.0068376843546533,0.00765026259655164,0.00833353679846736,0.00922732338263335,0.00813340364988874,0.00711477002171019,0.00863613579533423,0.00670581602643963,0.00981299015700982,0.00905016198763979,0.00828391149337359,0.00980526226542187,0.00957188395807155,0.0123246095193891,0.013492857071041,0.0121420862052434,0.0154282751933179,0.0142349632180575,0.0163437790941546,0.0142607793368045,0.0111427260143313,0.00645422925382132,0.00748844139648421,0.0034693715019255,0.00554575671623733,0.0026790586909004,0.0105320054073851,0.0141794287721538,0.0153128403019369,0.0154474756148389,0.0122743472776986,0.00881811055022949,0.0253579297943417,0.0131545342164961,0.0215946792660424,0.0163449705983847,0.0200863081904473,0.0203845632585651,0.0236285011398186
40,P00890,18.0140916684826,53.359,0.00616660458213126,0.00488264842376797,0.00360598145755919,0.0050438457458125,0.00649740789541308,0.00532332854135788,0.00540355355729897,0.00461206391148119,0.00519776363720204,0.00523670121381135,0.00413561335482093,0.00430591514101178,0.00739161300098788,0.00669699246437183,0.00639873965375779,0.00989723247470698,0.00886091499980668,0.00885441447816342,0.010651305650332,0.00972157204026423,0.0120067368473709,0.0144332279208253,0.0135682688327151,0.00745774216790411,0.00487275000706319,0.00598551322932729,0.00252834238321142,0.00397182916609674,0.00207570739591566,0.0062536678702963,0.00543401474284456,0.00895315851240146,0.00972110568424581,0.0112205822924706,0.00244396960504517,0.0123289217809835,0.00532106818492841,0.0136869565888713,0.00765087001239567,0.0101532796461629,0.0140165204322339,0.0136026655465978
41,P00899,19.0003403765088,56.767,0.000307382917461561,0.000327966933139724,0.000279333783621411,0.000260560502153391,0.000201738523497516,0.000242857424050001,0.0003841329923459,0.00031827855405408,0.000338847897012101,0.000344096842832212,0.000284392124600008,0.000339164914000431,0.000348321696113914,0.000309153191756376,0.000234659533239421,0.000217776580092468,0.00024436504950957,0.00017842793970672,0.000249804653263567,0.00020557451259917,0.000355418077969355,0.000258550344302576,0.000305229810944121,0.000268421217577164,0.000203640845298959,0.000228308387174848,0.000241776478116426,0.000203707683368395,0.000169647684698988,0.000199411452025319,0.000231450109969425,0.000294612020492993,0.000227438821572262,0.000279727647133325,0.0004739215164366,8.66653287567942e-05,0.000230651804743762,7.39072925956405e-05,0.000404577893142852,0.000314583166270629,0.000108766144330957,8.46307135733953e-05
43,P00924,18.0377934720366,46.816,0.0115590327882493,0.0135427625752499,0.0121209666021497,0.00864073842955133,0.0145297045645273,0.0112471830047246,0.0110381093776628,0.0097898787045762,0.0106789637259521,0.0104995355299519,0.00927042037181705,0.010232586124202,0.00930363026027153,0.00780162053109866,0.00661446864101351,0.00398927577282836,0.0100955737230832,0.00438911978113921,0.00339008008816278,0.00836063974583834,0.00348692617741558,0.00711662536438125,0.00304819695172246,0.0110819988922126,0.0130230401990038,0.012123248759026,0.0109821230273543,0.0168295447934359,0.0100448469164962,0.0102910966287027,0.0117266156340805,0.0117884972302753,0.0109598813214528,0.0117084455835413,0.0137707187230894,0.0198460707159824,0.00847142486942846,0.00828448439309675,0.0110616351177632,0.0117287397476607,0.0153329631322268,0.0174655241298258
44,P00925,17.0202419305817,46.914,0.021659268027199,0.0274339080495957,0.0261554774764177,0.0275579944629787,0.0272113758871776,0.0314585690488789,0.0256175173094997,0.0259595626411635,0.0263012841648208,0.0269835623092376,0.029198926505044,0.0275364644911133,0.0296856137809248,0.029442198493269,0.0282185552478334,0.0119899806524569,0.0173362452692717,0.0127305699753737,0.014324459186679,0.0167817418524975,0.00966973910407941,0.0134947719226887,0.00983346633388442,0.0183854935671941,0.0282975947629147,0.0276876454556635,0.0571975870373886,0.0425000773347664,0.0533306029373892,0.0242676036875888,0.0351916592138668,0.0614359203404036,0.0519836042302007,0.0513461949559195,0.048820764450248,0.0288167753136453,0.0330612498490379,0.0280598029210531,0.0424488604930489,0.0524546097587309,0.0356603907795947,0.0320898111671731
45,P00927,21.0001169727453,63.83,0.000613809593645865,0.000479593266262223,0.000567161829224407,0.000371452219559785,0.000512132003104209,0.000508773155057967,0.000445611403773153,0.000339287190939962,0.000438312743259455,0.000429697252204476,0.000463928305124657,0.000407360608565516,0.000454462558375071,0.000414119954308734,0.000387212000730962,0.000603484775512629,0.000656585932022173,0.0004703142004236,0.000446263045799445,0.000494400644015014,0.000923305328496834,0.000480029505534966,0.000487061120984051,0.000523511515262479,0.00053396434178365,0.000503580975403259,0.000691091111278135,0.000449910419972205,0.000419204571097352,0.000444501205128919,0.000483487931827727,0.00045096239272772,0.000452517603840547,0.00055851287580116,0.000940812303877195,0.000223087355074783,0.000303625302862418,0.000308036070184296,0.000446095561074894,0.000506296856891567,0.000254283812791116,0.00022606403268596
46,P00931,28.0003677484601,76.625,0.00131973662015801,0.00115502180985254,0.00106569686452182,0.000790560618852877,0.00103126503952658,0.00105165054973659,0.00124999393653627,0.0011553278152502,0.00108378698296191,0.00125080755526461,0.00110970122632403,0.00118831632343272,0.00116803935470315,0.00132228156083323,0.00137935113377649,0.000936739603225335,0.00141933688864263,0.00102030557210841,0.00105502012799805,0.00130039008827904,0.001835615085928,0.0011292601217333,0.00157490852413945,0.00132105515662306,0.00112862286770678,0.000942762310686038,0.000946862335622403,0.000969927630981308,0.00109215467963534,0.000893871209315406,0.000780723528895956,0.000925887978457896,0.000998928359652373,0.00102349537820924,0.00212313115066174,0.000994480144214562,0.000987318313809444,0.00114110445093897,0.000879995207796955,0.000843362949922189,0.00131597743023279,0.0010435750547149
47,P00937,20.9999413867886,53.489,0.000414107087150068,0.000274700720541357,0.000296202140053657,0.000214320224829811,0.000187778448833616,0.000325056746310314,0.00032204603591687,0.000270215202000251,0.000266155312391888,0.000286988227914808,0.000337873392684402,0.000271917406329743,0.000310189338256916,0.000208793322885943,0.000355967546266702,0.000239789949966815,0.000219524525496176,0.000263542520660517,0.000244368657599553,0.000200805069599831,0.000420018981782487,0.000346301683117451,0.000342325993812831,0.000313618502693878,0.000224171068215019,0.000241583787683684,0.000227873689590534,0.000336892388635811,0.000223512798815597,0.000266883012949825,0.000136542497170946,0.000198445132756048,0.000259104627732104,0.000340416280407787,0.000197918542588411,0.000247863980146034,0.000137224162936279,0.000239188812699736,0.000176484571989332,0.000160969029047441,0.000331251444506066,0.000303808543670748
49,P00950,11.9859413019316,27.608,0.0050992516616414,0.0056341337011175,0.00721570734508369,0.00748054336186143,0.0065494334690617,0.00581374528498948,0.00631856599671703,0.00628404356144844,0.00719260228775722,0.0055932405756245,0.00606833356287372,0.0063093277332111,0.00671328205163774,0.00626209518262979,0.0063373213180546,0.00384632197794379,0.00499208082744683,0.00354196705533096,0.00390497856105049,0.00415144792750578,0.0028791148151894,0.00360756407691039,0.00270044017605435,0.00558594980652376,0.00651064948618338,0.00604272309890412,0.00901714670746855,0.00625700401869432,0.00939363235496058,0.006006734426444,0.00865375180830337,0.00840922570643511,0.00636449372297053,0.00514289785407821,0.0127452820438743,0.00811936124111504,0.00902019176707764,0.00661583310040196,0.00830358107318673,0.0099993538877296,0.00913625865982088,0.00838869316133834
50,P00958,41.0009182736455,85.677,0.000265003448494382,0.000208899298625571,0.000232826224390314,0.000242383815043471,0.000270628851579132,0.000214044150591506,0.00029192493466807,0.000255542655575144,0.000170532900349151,0.000237599491427465,0.000195687966570507,0.000168438291441779,0.000245945951963393,0.000439922398047422,0.000188658839819124,0.000224875373745112,0.000342280267347075,0.000215876647430137,0.000223361665004324,0.000288744715104299,0.000287574561412448,0.000199018416702231,0.000241622126008894,0.000322391996365774,0.000258986142200951,0.000244569764891416,0.000350595242731046,0.00027325441067749,0.000267913411278856,0.000228101873043198,0.000383046044820819,0.000273700829213858,0.000389290011860908,0.000288613437928947,0.000492735026209366,0.000298257893864181,0.000498003211286267,0.000280191140104523,0.000317726808358164,0.000409903181742683,0.000282605881924486,0.000265047675928492
51,P01094,5.00005146415522,7.7074,3.85687640763496e-06,1.95162714934911e-05,6.68436078708559e-06,7.25215825012113e-06,3.69565510024441e-06,3.19374374273451e-06,1.26435601817643e-05,4.65425611064789e-06,1.11875223119698e-05,8.12289285590293e-06,9.08026010578106e-06,2.7214567449414e-06,4.95153903069149e-06,4.09062581637045e-06,3.46603949931791e-06,5.23023490539506e-06,2.008744792479e-07,7.34812050943848e-07,0,0,0,0,0,0,4.1057828276874e-06,2.87041907404029e-06,0,5.74683766032573e-07,0,4.6347204384527e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,P01120,18.0001653780957,34.705,0.000190442131317484,0.000161384623958941,0.000180046775744347,0.000296777243979631,0.000249963032399503,0.000243125369412932,0.000181495437048084,0.000224764525478071,0.000180004843274059,0.000183380477939431,0.000168466951761384,0.000159296610754574,0.000153647359838443,0.000211348441965733,0.000141741098358397,0.000185669610962951,0.000236957588824726,0.00017027735201905,0.000275765033276883,0.000177948412489945,0.000252379907488736,0.000189906729053399,0.000279731382901026,0.000225431540444162,0.000243332410611773,0.000230427174417414,0.000149973615314881,0.000176585616169138,0.000184523488092567,0.000262018061019325,0.000103059679886179,7.28680049596293e-05,7.96959116856941e-05,0.000134077696963958,9.58299423576725e-05,0.000290891075542505,7.67662731404203e-05,0.000171824750867011,6.8647303709431e-05,9.47632601337692e-05,0.000204662077466741,0.000160595044999978
