Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P47081	0	0	0	0	0	0	0	0
P19516	0	0	0	0	0	0	0	0
Q3E731	0	0	0	0	0	0	0	0
P00163	0.002799419	0.018843008	0.023064275	0.019065933	0.011856882	0.015144869	0.012851873	0.005174545
P07256	0.003235887	0.021696618	0.026551426	0.021951154	0.013656846	0.017439807	0.01480162	0.005968555
P00128	0.000867324	0.006220384	0.007628116	0.006294204	0.003889114	0.004986059	0.004221069	0.00165973
P08067	0.00145179	0.010039255	0.012297567	0.010157673	0.006299385	0.008059121	0.00683191	0.002722975
P00127	0.001046122	0.007388638	0.009056575	0.007476101	0.004626456	0.005926158	0.005019768	0.001984995
P22289	0.000396538	0.00314431	0.003866909	0.003182204	0.001947651	0.002510722	0.002118047	0.000803288
P37299	0.000470699	0.003628875	0.0044594	0.003672428	0.002253484	0.002900655	0.00244933	0.000938201
P08525	0.000628872	0.004662356	0.005723069	0.00471798	0.002905766	0.003732304	0.003155892	0.001225944
P07143	0.002161738	0.014676363	0.017969573	0.014850636	0.009227137	0.01179197	0.010003294	0.004014492
P07257	0.002588355	0.017465587	0.021377991	0.017670723	0.01098647	0.014035102	0.01190903	0.004790583
P38913	0	0	0	0	0	0	0	0
Q07923	0	0	0	0	0	0	0	0
Q08911	0	0.013859546	0	0.004481625	0	0.000136402	0	0.004971753
P07245	0	0.003580794	0.000360157	0.001067193	0	0	0	0.001240912
P09440	0	0	0	0	0	0	0	0
Q06137	0	0	0	0	0	0	0	0
P32604	0	0	0	0	0	0	0	0
P09201	0	0.00056399	0.000795349	0.000943672	0	0	0	0
P08417	0	0.000591895	0.00011704	0.000218364	0	0	0	0
P28272	0.000358173	0.000116335	0.000191715	0.00024004	0.000320551	0.000262868	0.00028498	1.53E-05
P32614	0	0.000139439	2.64E-05	0.040337928	0	0	0	0.00053335
Q05902	0	0	0	0	0	0	0	0
P04385	0	0	0	0	0	0.047054431	0	0
P08431	0	0	0	0	0	0.021265804	0	0
P32477	0	0	0	0	0	0	0	0
Q06625	0	0	0	0	0	0	0	0
P08019	0	0	0	0	0	0.000121585	0	0
P11412	0.000113692	0	0	0	9.22E-05	9.41E-05	5.86E-05	0
P12709	0.00380066	0	0	1.20E-05	0.000227686	0.001213328	0.00018288	0
P32264	5.89E-05	0	0	0	0	0	0	0
Q04792	0	0.000579313	0	0.002004742	0	0	0	0
P33327	0	0	0	0	0	0	0	0
P39708	0	0	0	0	0	0	0	0
P07262	0.002227045	0.009159068	0.000433763	0.004135992	0.00186838	0.001471281	0.001360884	0.000908584
Q12680	0	0	0	0	0	0	0	0
P54885	0	0	0	0	0	0	0	0
P43544	0	0	0	0	0	0	0	0
P53823	0	0	0	0	0	0	0	0
P32288	0.000191199	0	1.87E-05	4.98E-05	0.000141862	7.31E-05	9.27E-05	0
A2P2R3	0	0	0	0	0	0	0	0
P14742	0	0	0	0	0	0	0	0
P13188	0.004132418	0.001898412	0.002594736	0.003041144	0.003784875	0.003252026	0.003456284	0.000964836
P46655	0.024118733	0.011335191	0.015319699	0.017874157	0.022129988	0.019080875	0.020249692	0.005993108
P48525	0	0	0	0	0	0	0	0
P25373	0	0	0	0	0	0	0	0
P41921	0	0	0	0	0	0	0	0
Q03835	0	0	0	0	0	0	0	0
P17695	0	0	0	0	0	0	0	0
P32642	0	0	0	0	0	0	0	0
Q02784	0	0	0	0	0	0	0	0
P23202	0	0	0	0	0	0	0	0
P38143	0	0	0	0	0	0	0	0
P40581	0	0	0	0	0	0	0	0
P36014	0	0	0	0	0	0	0	0
Q08220	0	0	0	0	0	0	0	0
P00359	0	0	0	0	0	0	0	0
P00360	0.109875362	0.002965774	0.004034008	0.010243793	0.050176807	0.038622567	0.037603212	0.001635217
P00358	0	0	0	0	0	0	0	0
P14065	0	0	0	0	0	0	0	0
P32190	0	0	0	0.000487911	0	0	0	0
P40106	0	0	0	0	0	0	0	0
P41277	0	0	0	0	0	0	0	0
P32191	0	0	0	0.026525058	0	0	0	0
Q00055	0	0	0	0	0	0	0	0
P41911	0	0	0	0	0	0	0	0
Q02979	0	0	0	0	0	0	0	0
P04161	0.000233176	5.73E-05	0.00011213	0.000147271	0.000205818	0.000163872	0.000179951	0
P39726	0	1.91E-05	0	0	0	0	0	0
P48015	0	0.000181905	0	0	0	0	0	0
P09624	0.001106833	0.000289423	0	0.003301334	0.000975037	0.001113317	0.000762007	0.00044912
P49095	0	0.000625548	0	0.000154228	0	0	0	6.43E-05
P37291	0.000720031	0.036277224	0.000280601	0.011580877	0.000618051	0.00048534	0.000521008	0.013171543
P37292	0	0.035290634	0.000317715	0.011706087	0	0.000959999	0	0.007918604
P19262	0	0	0	0	0	0	0	0
P20967	0	0	0	0	0	0	0	0
P23337	0	0	0	0	0	0	0	0
P47011	0	0	0	0	0	0.000382455	0	0
P36143	0	0	0	0	0	0	0	0
P27472	0	0	0	0	0	0.000767293	0	0
P06738	0	0	0	0	0	0	0	0
P38088	0	0	0	0	0	0	0	0
Q06817	0.001689641	0.000745012	0.001039447	0.001228207	0.001542686	0.001317376	0.001403744	0.000350257
P38625	0.007102839	0.003300945	0.004485967	0.005245677	0.00651138	0.005604561	0.005952173	0.001712161
P23797	0	0	0	0	0	0	0	0
P25580	0	0	0	0	0	0	0	0
P47088	0	0	0	0	0	0	0	0
P36051	0	0	0	0	0	0	0	0
P38211	0	0	0	0	0	0	0	0
P30777	0	0	0	0	0	0	0	0
Q06636	0	0	0	0	0	0	0	0
Q07830	0	0	0	0	0	0	0	0
P51601	0	0	0	0	0	0	0	0
P38066	0	0	0	0	0	0	0	0
Q07729	0	0	0	0	0	0	0	0
Q04178	0	0	0	0	0	0	0	0
P40086	0	0	0	0	0	0	0	0
P21592	0	0	0	0	0	0	0	0
Q06204	0	0	0	0	0	0	0	0
P04806	0	0	0	0	0.004442428	0	0	0
P04807	0	0	0	0	0	0	0	0
P17709	0	0	0	0	0	0	0	0
P00815	0	0	0	0	0	0	0	0
P38635	0	0	0	0	0	0	0	0
P07172	0	0	0	0	0	0	0	0
P07263	3.71E-05	0	0	1.76E-06	2.58E-05	8.59E-06	1.52E-05	0
P38074	0	0	0	0	0	0	0	0
P39533	0	0	0	0	0	0	0	0
Q12122	0.01615895	0.000422193	0.005290952	0.007325406	0.013560705	0.009136884	0.010602896	0
P48570	0	0	0	0	0	0	0	0
Q12525	0	0	0	0	0	0	0	0
Q08985	0	0	0	0	0	0	0	0
P40495	0.000386564	0	6.13E-05	0.000122214	0.00030881	0.000176424	0.000220295	0
P31116	0.000170204	0	0	0	0	0	0	0
P17423	5.04E-05	0	0	0	0	0	0	0
P08465	0	0	0	0	0	0	0	0
Q04120	0	0	0	0	0	0	0	0
P22803	0.000208565	8.08E-05	0.000143856	0	0	0	0	0
P22217	0	0	0	0	0	0	0	0
P34227	0	0	0	0	0	0	0	0
P25372	0	0	0	0	0	0	0	0
P38013	0	0	0	0	0	0	0	0
Q05584	0	0	0	0	0	0	0	0
Q12320	0	0	0	0	0	0	0	0
P32378	0	0	0	0	0	0	0	0
P41835	0	0	0	0	0	0	0	0
P28789	0	0	0	0	0	0	0	0
P12684	0.000456028	0.000162539	0.000254017	0.000312664	0.00041037	0.000340368	0.000367202	3.99E-05
P12683	0.000459595	0.000164223	0.000256289	0.000315311	0.000413644	0.000343193	0.000370199	4.08E-05
P54839	0.029573186	0.013910542	0.018792429	0.021922199	0.027136532	0.023400694	0.024832753	0.007365345
Q08224	0	0	0	0	0	0	0	0
Q08975	0	0	0	0	0	0	0	0
Q06490	0	0	0	0	0	0	0	0
P33734	0	0	0	0	0	0	0	0
P06633	0	0	0	0	0	0	0	0
P38697	0	0	0	0	0	0	0	0
P50095	0	0	0	0	0	0	0	0
P50094	0.001114071	0.000473247	0.000672987	0.00080104	0.001014379	0.000861531	0.000920122	0.000205449
P00817	0	0	0	0	0	0	0	0
P28239	0	0.002649459	0.00187105	0	0.000870132	0	0.00079484	0.000207978
P54113	0.001039603	0.000438085	0.000625574	0.000745772	0.000946025	0.000802553	0.00085755	0.000186714
P38009	0.001511119	0.00066072	0.000925783	0.001095714	0.001378823	0.001175988	0.001253741	0.000305343
Q06667	0	0	0	0	0	0	0	0
P07250	0	0	0	0	0	0	0	0
P40015	0	0	0	0	0	0	0	0
P28834	0	0	0	0	0	0	0	0
P28241	0	0	0	0	0	0	0	0
P41939	0.000270135	0.000259226	0	0.00150034	0	3.68E-05	0	0.000129752
P53982	0	0	0	0	0	0	0	0
P28240	0	0.060182992	0.01915894	0.019430891	0.000230689	0.005260889	0.000143839	0.00366647
P09436	0.000306694	9.20E-05	0.000158938	0.000201834	0.000273299	0.000222097	0.000241725	2.32E-06
P48526	0	0	0	0	0	0	0	0
P15496	0	0	0	0	0	0	0	0
P53312	0	0	0	0	0	0	0	0
P53598	0	0	0	0	0	0	0	0
P38169	0	0	0	0	0	0	0	0
P52893	0	0	0	0	0	0	0	0
P37303	0	0	0	0	0	0	0	0
Q05016	0	0	0	0	0	0	0	0
P07702	0.00066903	0	0.000154989	0.000251216	0.000546138	0.000336897	0.000406238	0
P50113	5.19E-05	0	0	0	2.76E-05	0	0	0
P38986	0	0	0	0	0	0	0	0
P0CZ17	0	0.001277259	0.001035477	0.001047831	0	0.000922724	0	0.001319126
P0CX77	0	0.001277259	0.001035477	0.001047831	0	0.000922724	0	0.001319126
P0CX78	0	0.001277259	0.001035477	0.001047831	0	0.000922724	0	0.001319126
P0CX79	0	0.001277259	0.001035477	0.001047831	0	0.000922724	0	0.001319126
P32263	0	0	0	0	0	0	0	0
Q12068	0	0	0	0	0	0	0	0
P25379	0	0	0	0	0	0	0	0
P00927	0	0	0	0	0	0	0	0
P47125	0	0	0	0	0	0	0	0
P50107	0	0	0	0	0	0	0	0
P38604	0.000663807	0.000260646	0.000386309	0.00046687	0.000601088	0.000504927	0.000541788	9.22E-05
